sensor_type,bacon_id,toast_id,sensor_channel,sensor_id,unixTS,isoTS,date,time,voltage,tsQuality
19,0x040000000000011c,0x0500000000000012,5,273,1600120746.10,2020-09-14 17:59:06,2020-09-14,17:59:06,1.5741,1.0000
19,0x040000000000011c,0x0500000000000012,5,273,1600121345.73,2020-09-14 18:09:05,2020-09-14,18:09:05,1.5820,1.0000
19,0x040000000000011c,0x0500000000000012,5,273,1600121945.74,2020-09-14 18:19:05,2020-09-14,18:19:05,1.5918,1.0000
19,0x040000000000011c,0x0500000000000012,5,273,1600122545.76,2020-09-14 18:29:05,2020-09-14,18:29:05,1.6034,1.0000
19,0x040000000000011c,0x0500000000000012,5,273,1600123145.77,2020-09-14 18:39:05,2020-09-14,18:39:05,1.6418,1.0000
19,0x040000000000011c,0x0500000000000012,5,273,1600123745.79,2020-09-14 18:49:05,2020-09-14,18:49:05,1.6620,1.0000
19,0x040000000000011c,0x0500000000000012,5,273,1600124345.80,2020-09-14 18:59:05,2020-09-14,18:59:05,1.6693,1.0000
19,0x040000000000011c,0x0500000000000012,5,273,1600124945.81,2020-09-14 19:09:05,2020-09-14,19:09:05,1.6809,1.0000
19,0x040000000000011c,0x0500000000000012,5,273,1600125545.83,2020-09-14 19:19:05,2020-09-14,19:19:05,1.6962,1.0000
19,0x040000000000011c,0x0500000000000012,5,273,1600126145.84,2020-09-14 19:29:05,2020-09-14,19:29:05,1.6925,1.0000
19,0x040000000000011c,0x0500000000000012,5,273,1600127345.88,2020-09-14 19:49:05,2020-09-14,19:49:05,1.6034,1.0000
19,0x040000000000011c,0x0500000000000012,5,273,1600127945.89,2020-09-14 19:59:05,2020-09-14,19:59:05,1.5582,1.0000
19,0x040000000000011c,0x0500000000000012,5,273,1600128545.90,2020-09-14 20:09:05,2020-09-14,20:09:05,1.5442,1.0000
19,0x040000000000011c,0x0500000000000012,5,273,1600129145.91,2020-09-14 20:19:05,2020-09-14,20:19:05,1.5387,1.0000
19,0x040000000000011c,0x0500000000000012,5,273,1600129745.93,2020-09-14 20:29:05,2020-09-14,20:29:05,1.5363,1.0000
19,0x040000000000011c,0x0500000000000012,5,273,1600130345.94,2020-09-14 20:39:05,2020-09-14,20:39:05,1.5350,1.0000
19,0x040000000000011c,0x0500000000000012,5,273,1600130945.96,2020-09-14 20:49:05,2020-09-14,20:49:05,1.5350,1.0000
19,0x040000000000011c,0x0500000000000012,5,273,1600131545.97,2020-09-14 20:59:05,2020-09-14,20:59:05,1.5344,1.0000
