bacon_id,unixTS,isoTS,date,time,batteryVoltage,lightVoltage,thermistorVoltage,tsQuality
0x0400000000000002,1599808624.41,2020-09-11 03:17:04,2020-09-11,03:17:04,3.7476,0.2167,0.7861,1.0000
0x0400000000000002,1599809224.42,2020-09-11 03:27:04,2020-09-11,03:27:04,3.7451,0.2179,0.7861,1.0000
0x0400000000000002,1599809824.43,2020-09-11 03:37:04,2020-09-11,03:37:04,3.7463,0.2173,0.7861,1.0000
0x0400000000000002,1599810424.45,2020-09-11 03:47:04,2020-09-11,03:47:04,3.7476,0.2173,0.7861,1.0000
0x0400000000000002,1599811024.46,2020-09-11 03:57:04,2020-09-11,03:57:04,3.3618,0.2179,0.8063,1.0000
0x0400000000000002,1599811624.47,2020-09-11 04:07:04,2020-09-11,04:07:04,3.7488,0.2179,0.7855,1.0000
0x0400000000000002,1599812224.48,2020-09-11 04:17:04,2020-09-11,04:17:04,3.7451,0.2179,0.7855,1.0000
0x0400000000000002,1599812824.49,2020-09-11 04:27:04,2020-09-11,04:27:04,3.0798,0.2173,0.8563,1.0000
0x0400000000000002,1599813424.50,2020-09-11 04:37:04,2020-09-11,04:37:04,3.7463,0.2173,0.7849,1.0000
0x0400000000000002,1599814024.51,2020-09-11 04:47:04,2020-09-11,04:47:04,3.7476,0.2173,0.7849,1.0000
0x0400000000000002,1599814624.53,2020-09-11 04:57:04,2020-09-11,04:57:04,3.7451,0.2173,0.7843,1.0000
0x0400000000000002,1599815224.54,2020-09-11 05:07:04,2020-09-11,05:07:04,3.7354,0.2173,0.7849,1.0000
0x0400000000000002,1599815824.55,2020-09-11 05:17:04,2020-09-11,05:17:04,3.7463,0.2173,0.7849,1.0000
0x0400000000000002,1599816424.56,2020-09-11 05:27:04,2020-09-11,05:27:04,3.7463,0.2173,0.7843,1.0000
0x0400000000000002,1599817024.57,2020-09-11 05:37:04,2020-09-11,05:37:04,3.7463,0.2173,0.7843,1.0000
0x0400000000000002,1599817624.58,2020-09-11 05:47:04,2020-09-11,05:47:04,3.7488,0.2179,0.7843,1.0000
0x0400000000000002,1599818224.59,2020-09-11 05:57:04,2020-09-11,05:57:04,3.7476,0.2173,0.7843,1.0000
0x0400000000000002,1599818824.60,2020-09-11 06:07:04,2020-09-11,06:07:04,3.7463,0.2179,0.7843,1.0000
0x0400000000000002,1599819424.62,2020-09-11 06:17:04,2020-09-11,06:17:04,3.7512,0.2179,0.7837,1.0000
0x0400000000000002,1599820024.63,2020-09-11 06:27:04,2020-09-11,06:27:04,3.7439,0.2167,0.7837,1.0000
0x0400000000000002,1599820624.64,2020-09-11 06:37:04,2020-09-11,06:37:04,3.7451,0.2167,0.7843,1.0000
0x0400000000000002,1599821224.65,2020-09-11 06:47:04,2020-09-11,06:47:04,3.7463,0.2173,0.7837,1.0000
0x0400000000000002,1599821824.66,2020-09-11 06:57:04,2020-09-11,06:57:04,3.7500,0.3625,0.7849,1.0000
0x0400000000000002,1599822424.67,2020-09-11 07:07:04,2020-09-11,07:07:04,3.7476,0.4645,0.7843,1.0000
0x0400000000000002,1599823024.68,2020-09-11 07:17:04,2020-09-11,07:17:04,3.7427,0.3998,0.7849,1.0000
0x0400000000000002,1599823624.70,2020-09-11 07:27:04,2020-09-11,07:27:04,3.7463,0.5328,0.7849,1.0000
0x0400000000000002,1599824224.71,2020-09-11 07:37:04,2020-09-11,07:37:04,3.7488,0.5640,0.7843,1.0000
0x0400000000000002,1599824824.72,2020-09-11 07:47:04,2020-09-11,07:47:04,3.7500,0.5444,0.7837,1.0000
0x0400000000000002,1599825424.73,2020-09-11 07:57:04,2020-09-11,07:57:04,3.7488,0.6726,0.7849,1.0000
0x0400000000000002,1599826024.74,2020-09-11 08:07:04,2020-09-11,08:07:04,3.7439,0.3876,0.7855,1.0000
0x0400000000000002,1599826624.75,2020-09-11 08:17:04,2020-09-11,08:17:04,3.7488,0.6750,0.7843,1.0000
0x0400000000000002,1599827224.76,2020-09-11 08:27:04,2020-09-11,08:27:04,3.7439,0.7935,0.7843,1.0000
0x0400000000000002,1599827824.78,2020-09-11 08:37:04,2020-09-11,08:37:04,3.7488,0.8282,0.7843,1.0000
0x0400000000000002,1599828424.79,2020-09-11 08:47:04,2020-09-11,08:47:04,3.7415,0.8679,0.7843,1.0000
0x0400000000000002,1599829024.80,2020-09-11 08:57:04,2020-09-11,08:57:04,3.7488,1.1884,0.7855,1.0000
0x0400000000000002,1599829624.81,2020-09-11 09:07:04,2020-09-11,09:07:04,3.7500,1.0449,0.7880,1.0000
0x0400000000000002,1599830224.82,2020-09-11 09:17:04,2020-09-11,09:17:04,3.7488,1.0150,0.7886,1.0000
0x0400000000000002,1599830824.83,2020-09-11 09:27:04,2020-09-11,09:27:04,3.7488,0.9857,0.7880,1.0000
0x0400000000000002,1599831424.84,2020-09-11 09:37:04,2020-09-11,09:37:04,3.7488,1.1829,0.7898,1.0000
0x0400000000000002,1599832024.86,2020-09-11 09:47:04,2020-09-11,09:47:04,3.0566,1.1694,0.8588,1.0000
0x0400000000000002,1599832624.87,2020-09-11 09:57:04,2020-09-11,09:57:04,3.7463,1.1932,0.7935,1.0000
0x0400000000000002,1599833224.88,2020-09-11 10:07:04,2020-09-11,10:07:04,3.7488,1.1798,0.7959,1.0000
0x0400000000000002,1599833824.89,2020-09-11 10:17:04,2020-09-11,10:17:04,3.7500,1.0077,0.7965,1.0000
0x0400000000000002,1599834424.90,2020-09-11 10:27:04,2020-09-11,10:27:04,3.7488,1.1725,0.7971,1.0000
0x0400000000000002,1599835024.91,2020-09-11 10:37:04,2020-09-11,10:37:04,3.7524,0.9955,0.7959,1.0000
0x0400000000000002,1599835624.92,2020-09-11 10:47:04,2020-09-11,10:47:04,3.7488,0.8911,0.7953,1.0000
0x0400000000000002,1599836224.94,2020-09-11 10:57:04,2020-09-11,10:57:04,3.7500,0.7422,0.7953,1.0000
0x0400000000000002,1599836824.95,2020-09-11 11:07:04,2020-09-11,11:07:04,3.7500,0.7312,0.7928,1.0000
0x0400000000000002,1599837424.96,2020-09-11 11:17:04,2020-09-11,11:17:04,3.7451,0.9497,0.7922,1.0000
0x0400000000000002,1599838024.97,2020-09-11 11:27:04,2020-09-11,11:27:04,3.7524,0.9174,0.7922,1.0000
0x0400000000000002,1599838624.98,2020-09-11 11:37:04,2020-09-11,11:37:04,3.7512,0.8704,0.7928,1.0000
0x0400000000000002,1599839224.99,2020-09-11 11:47:04,2020-09-11,11:47:04,3.7524,0.8240,0.7922,1.0000
0x0400000000000002,1599839825.00,2020-09-11 11:57:05,2020-09-11,11:57:05,3.7231,0.8020,0.7916,1.0000
0x0400000000000002,1599840425.01,2020-09-11 12:07:05,2020-09-11,12:07:05,3.7500,0.8270,0.7910,1.0000
0x0400000000000002,1599841025.03,2020-09-11 12:17:05,2020-09-11,12:17:05,3.7537,0.8478,0.7910,1.0000
0x0400000000000002,1599841625.04,2020-09-11 12:27:05,2020-09-11,12:27:05,3.7512,0.8557,0.7910,1.0000
0x0400000000000002,1599842225.05,2020-09-11 12:37:05,2020-09-11,12:37:05,3.7524,0.7269,0.7922,1.0000
0x0400000000000002,1599842825.06,2020-09-11 12:47:05,2020-09-11,12:47:05,3.7476,0.7544,0.7916,1.0000
0x0400000000000002,1599843425.07,2020-09-11 12:57:05,2020-09-11,12:57:05,3.7451,0.7611,0.7904,1.0000
0x0400000000000002,1599844025.08,2020-09-11 13:07:05,2020-09-11,13:07:05,3.7524,0.7935,0.7898,1.0000
0x0400000000000002,1599844625.09,2020-09-11 13:17:05,2020-09-11,13:17:05,3.7512,0.9314,0.7898,1.0000
0x0400000000000002,1599845225.11,2020-09-11 13:27:05,2020-09-11,13:27:05,3.7488,0.9332,0.7904,1.0000
0x0400000000000002,1599845825.12,2020-09-11 13:37:05,2020-09-11,13:37:05,3.7463,0.9436,0.7916,1.0000
0x0400000000000002,1599846425.13,2020-09-11 13:47:05,2020-09-11,13:47:05,3.7390,0.8856,0.7916,1.0000
0x0400000000000002,1599847025.14,2020-09-11 13:57:05,2020-09-11,13:57:05,3.7512,0.9253,0.7910,1.0000
0x0400000000000002,1599847625.15,2020-09-11 14:07:05,2020-09-11,14:07:05,3.7451,0.7117,0.7910,1.0000
0x0400000000000002,1599848225.16,2020-09-11 14:17:05,2020-09-11,14:17:05,3.7476,0.7263,0.7910,1.0000
0x0400000000000002,1599848825.17,2020-09-11 14:27:05,2020-09-11,14:27:05,3.7231,0.8057,0.7916,1.0000
0x0400000000000002,1599849425.19,2020-09-11 14:37:05,2020-09-11,14:37:05,3.6731,0.8484,0.7904,1.0000
0x0400000000000002,1599850025.20,2020-09-11 14:47:05,2020-09-11,14:47:05,3.6694,0.8563,0.8740,1.0000
0x0400000000000002,1599850625.21,2020-09-11 14:57:05,2020-09-11,14:57:05,3.6731,0.8325,0.8667,1.0000
0x0400000000000002,1599851225.22,2020-09-11 15:07:05,2020-09-11,15:07:05,3.6707,0.8466,0.8685,1.0000
0x0400000000000002,1599851825.23,2020-09-11 15:17:05,2020-09-11,15:17:05,3.6780,0.8185,0.8661,1.0000
0x0400000000000002,1599852425.24,2020-09-11 15:27:05,2020-09-11,15:27:05,3.6792,0.8301,0.8661,1.0000
0x0400000000000002,1599853025.25,2020-09-11 15:37:05,2020-09-11,15:37:05,3.6804,0.7941,0.8643,1.0000
0x0400000000000002,1599853625.27,2020-09-11 15:47:05,2020-09-11,15:47:05,3.6816,0.7806,0.8691,1.0000
0x0400000000000002,1599854225.28,2020-09-11 15:57:05,2020-09-11,15:57:05,3.6804,0.7483,0.8667,1.0000
0x0400000000000002,1599854825.29,2020-09-11 16:07:05,2020-09-11,16:07:05,3.6816,0.7690,0.8661,1.0000
0x0400000000000002,1599855425.30,2020-09-11 16:17:05,2020-09-11,16:17:05,3.6853,0.7684,0.8698,1.0000
0x0400000000000002,1599856025.31,2020-09-11 16:27:05,2020-09-11,16:27:05,3.6853,0.7965,0.8685,1.0000
0x0400000000000002,1599856625.32,2020-09-11 16:37:05,2020-09-11,16:37:05,3.6829,0.7690,0.8698,1.0000
0x0400000000000002,1599857225.33,2020-09-11 16:47:05,2020-09-11,16:47:05,3.6853,0.7397,0.8673,1.0000
0x0400000000000002,1599857825.35,2020-09-11 16:57:05,2020-09-11,16:57:05,3.6829,0.6964,0.8704,1.0000
0x0400000000000002,1599858425.36,2020-09-11 17:07:05,2020-09-11,17:07:05,3.6780,0.6586,0.8691,1.0000
0x0400000000000002,1599859025.37,2020-09-11 17:17:05,2020-09-11,17:17:05,3.6877,0.6470,0.8667,1.0000
0x0400000000000002,1599859625.38,2020-09-11 17:27:05,2020-09-11,17:27:05,3.6877,0.6207,0.8685,1.0000
0x0400000000000002,1599860225.39,2020-09-11 17:37:05,2020-09-11,17:37:05,3.6890,0.6055,0.8661,1.0000
0x0400000000000002,1599860825.40,2020-09-11 17:47:05,2020-09-11,17:47:05,3.6780,0.5530,0.8667,1.0000
0x0400000000000002,1599861425.41,2020-09-11 17:57:05,2020-09-11,17:57:05,3.6890,0.5365,0.8661,1.0000
0x0400000000000002,1599862025.42,2020-09-11 18:07:05,2020-09-11,18:07:05,3.6865,0.5182,0.8655,1.0000
0x0400000000000002,1599862625.44,2020-09-11 18:17:05,2020-09-11,18:17:05,3.6865,0.4840,0.8667,1.0000
0x0400000000000002,1599863225.45,2020-09-11 18:27:05,2020-09-11,18:27:05,3.6865,0.4517,0.8661,1.0000
0x0400000000000002,1599863825.46,2020-09-11 18:37:05,2020-09-11,18:37:05,3.6914,0.4034,0.8655,1.0000
0x0400000000000002,1599864425.47,2020-09-11 18:47:05,2020-09-11,18:47:05,3.6877,0.3491,0.8630,1.0000
0x0400000000000002,1599865025.48,2020-09-11 18:57:05,2020-09-11,18:57:05,3.6877,0.3021,0.8643,1.0000
0x0400000000000002,1599865625.49,2020-09-11 19:07:05,2020-09-11,19:07:05,3.6877,0.2179,0.8630,1.0000
0x0400000000000002,1599866225.50,2020-09-11 19:17:05,2020-09-11,19:17:05,3.6902,0.2179,0.8630,1.0000
0x0400000000000002,1599866825.52,2020-09-11 19:27:05,2020-09-11,19:27:05,3.6914,0.2783,0.8649,1.0000
0x0400000000000002,1599867425.53,2020-09-11 19:37:05,2020-09-11,19:37:05,3.6890,0.2393,0.8636,1.0000
0x0400000000000002,1599868025.54,2020-09-11 19:47:05,2020-09-11,19:47:05,3.6890,0.2740,0.8655,1.0000
0x0400000000000002,1599868625.55,2020-09-11 19:57:05,2020-09-11,19:57:05,3.6890,0.2362,0.8667,1.0000
0x0400000000000002,1599869225.56,2020-09-11 20:07:05,2020-09-11,20:07:05,3.6890,0.2557,0.8624,1.0000
0x0400000000000002,1599869825.57,2020-09-11 20:17:05,2020-09-11,20:17:05,3.6914,0.2612,0.8673,1.0000
0x0400000000000002,1599870425.58,2020-09-11 20:27:05,2020-09-11,20:27:05,3.6877,0.2826,0.8606,1.0000
0x0400000000000002,1599871025.60,2020-09-11 20:37:05,2020-09-11,20:37:05,3.6902,0.2808,0.8643,1.0000
0x0400000000000002,1599871625.61,2020-09-11 20:47:05,2020-09-11,20:47:05,3.6914,0.2655,0.8624,1.0000
0x0400000000000002,1599872225.62,2020-09-11 20:57:05,2020-09-11,20:57:05,3.6914,0.2936,0.8649,1.0000
0x0400000000000002,1599872825.63,2020-09-11 21:07:05,2020-09-11,21:07:05,3.6902,0.2771,0.8594,1.0000
0x0400000000000002,1599873425.64,2020-09-11 21:17:05,2020-09-11,21:17:05,3.6914,0.2722,0.8594,1.0000
0x0400000000000002,1599874025.65,2020-09-11 21:27:05,2020-09-11,21:27:05,3.6926,0.2734,0.8643,1.0000
0x0400000000000002,1599874625.66,2020-09-11 21:37:05,2020-09-11,21:37:05,3.6902,0.2704,0.8643,1.0000
0x0400000000000002,1599875225.68,2020-09-11 21:47:05,2020-09-11,21:47:05,3.6926,0.2576,0.8636,1.0000
0x0400000000000002,1599875825.69,2020-09-11 21:57:05,2020-09-11,21:57:05,3.6902,0.2600,0.8636,1.0000
0x0400000000000002,1599876425.70,2020-09-11 22:07:05,2020-09-11,22:07:05,3.6914,0.2441,0.8582,1.0000
0x0400000000000002,1599877025.71,2020-09-11 22:17:05,2020-09-11,22:17:05,3.6938,0.2722,0.8643,1.0000
0x0400000000000002,1599877625.72,2020-09-11 22:27:05,2020-09-11,22:27:05,3.6938,0.3052,0.8618,1.0000
0x0400000000000002,1599878225.73,2020-09-11 22:37:05,2020-09-11,22:37:05,3.6890,0.2966,0.8569,1.0000
0x0400000000000002,1599878825.74,2020-09-11 22:47:05,2020-09-11,22:47:05,3.6914,0.2905,0.8588,1.0000
0x0400000000000002,1599879425.76,2020-09-11 22:57:05,2020-09-11,22:57:05,3.6938,0.6818,0.8606,1.0000
0x0400000000000002,1599880025.77,2020-09-11 23:07:05,2020-09-11,23:07:05,3.6926,0.6726,0.8618,1.0000
0x0400000000000002,1599880625.78,2020-09-11 23:17:05,2020-09-11,23:17:05,3.6938,0.6488,0.8606,1.0000
0x0400000000000002,1599881225.79,2020-09-11 23:27:05,2020-09-11,23:27:05,3.6914,0.6360,0.8582,1.0000
0x0400000000000002,1599881825.80,2020-09-11 23:37:05,2020-09-11,23:37:05,3.6938,0.6494,0.8582,1.0000
0x0400000000000002,1599882425.81,2020-09-11 23:47:05,2020-09-11,23:47:05,3.6902,0.6470,0.8588,1.0000
0x0400000000000002,1599883025.82,2020-09-11 23:57:05,2020-09-11,23:57:05,3.6926,0.6720,0.8612,1.0000
0x0400000000000002,1599883625.83,2020-09-12 00:07:05,2020-09-12,00:07:05,3.6902,0.6494,0.8588,1.0000
0x0400000000000002,1599884225.85,2020-09-12 00:17:05,2020-09-12,00:17:05,3.6865,0.6549,0.8612,1.0000
0x0400000000000002,1599884825.86,2020-09-12 00:27:05,2020-09-12,00:27:05,3.6926,0.6647,0.8563,1.0000
0x0400000000000002,1599885425.87,2020-09-12 00:37:05,2020-09-12,00:37:05,3.6890,0.6213,0.8612,1.0000
0x0400000000000002,1599886025.88,2020-09-12 00:47:05,2020-09-12,00:47:05,3.6926,0.6647,0.8600,1.0000
0x0400000000000002,1599886625.89,2020-09-12 00:57:05,2020-09-12,00:57:05,3.6951,0.6348,0.8606,1.0000
0x0400000000000002,1599887225.90,2020-09-12 01:07:05,2020-09-12,01:07:05,3.6926,0.6732,0.8612,1.0000
0x0400000000000002,1599887825.91,2020-09-12 01:17:05,2020-09-12,01:17:05,3.6902,0.6238,0.8594,1.0000
0x0400000000000002,1599888425.93,2020-09-12 01:27:05,2020-09-12,01:27:05,3.6914,0.6598,0.8582,1.0000
0x0400000000000002,1599889025.94,2020-09-12 01:37:05,2020-09-12,01:37:05,3.6914,0.6152,0.8569,1.0000
0x0400000000000002,1599889625.95,2020-09-12 01:47:05,2020-09-12,01:47:05,3.6902,0.6067,0.8582,1.0000
0x0400000000000002,1599890225.96,2020-09-12 01:57:05,2020-09-12,01:57:05,3.6914,0.2173,0.8582,1.0000
0x0400000000000002,1599890825.97,2020-09-12 02:07:05,2020-09-12,02:07:05,3.6926,0.2173,0.8612,1.0000
0x0400000000000002,1599891425.98,2020-09-12 02:17:05,2020-09-12,02:17:05,3.6914,0.2173,0.8478,1.0000
0x0400000000000002,1599892025.99,2020-09-12 02:27:05,2020-09-12,02:27:05,3.6926,0.2167,0.8594,1.0000
0x0400000000000002,1599892626.01,2020-09-12 02:37:06,2020-09-12,02:37:06,3.6951,0.2173,0.8600,1.0000
0x0400000000000002,1599893226.02,2020-09-12 02:47:06,2020-09-12,02:47:06,3.6951,0.2173,0.8588,1.0000
0x0400000000000002,1599893826.03,2020-09-12 02:57:06,2020-09-12,02:57:06,3.6938,0.2173,0.8575,1.0000
0x0400000000000002,1599894426.04,2020-09-12 03:07:06,2020-09-12,03:07:06,3.6951,0.2173,0.8588,1.0000
0x0400000000000002,1599895026.05,2020-09-12 03:17:06,2020-09-12,03:17:06,3.6938,0.2173,0.8594,1.0000
0x0400000000000002,1599895626.06,2020-09-12 03:27:06,2020-09-12,03:27:06,3.6914,0.2173,0.8551,1.0000
0x0400000000000002,1599896226.07,2020-09-12 03:37:06,2020-09-12,03:37:06,3.6914,0.2173,0.8551,1.0000
0x0400000000000002,1599896826.09,2020-09-12 03:47:06,2020-09-12,03:47:06,3.6768,0.2179,0.8582,1.0000
0x0400000000000002,1599897426.10,2020-09-12 03:57:06,2020-09-12,03:57:06,3.6938,0.2173,0.8563,1.0000
0x0400000000000002,1599898026.11,2020-09-12 04:07:06,2020-09-12,04:07:06,3.6938,0.2173,0.8563,1.0000
0x0400000000000002,1599898626.12,2020-09-12 04:17:06,2020-09-12,04:17:06,3.6926,0.2173,0.8569,1.0000
0x0400000000000002,1599899226.13,2020-09-12 04:27:06,2020-09-12,04:27:06,3.6902,0.2179,0.8527,1.0000
0x0400000000000002,1599899826.14,2020-09-12 04:37:06,2020-09-12,04:37:06,3.6926,0.2179,0.8508,1.0000
0x0400000000000002,1599900426.15,2020-09-12 04:47:06,2020-09-12,04:47:06,3.3301,0.2173,0.9839,1.0000
0x0400000000000002,1599901026.17,2020-09-12 04:57:06,2020-09-12,04:57:06,3.6926,0.2179,0.8545,1.0000
0x0400000000000002,1599901626.18,2020-09-12 05:07:06,2020-09-12,05:07:06,3.6902,0.2179,0.8521,1.0000
0x0400000000000002,1599902226.19,2020-09-12 05:17:06,2020-09-12,05:17:06,3.6926,0.2173,0.8545,1.0000
0x0400000000000002,1599902826.20,2020-09-12 05:27:06,2020-09-12,05:27:06,3.6914,0.2179,0.8502,1.0000
0x0400000000000002,1599903426.21,2020-09-12 05:37:06,2020-09-12,05:37:06,3.6914,0.2173,0.8502,1.0000
0x0400000000000002,1599904026.22,2020-09-12 05:47:06,2020-09-12,05:47:06,3.6914,0.2167,0.8508,1.0000
