bacon_id,unixTS,isoTS,date,time,batteryVoltage,lightVoltage,thermistorVoltage,tsQuality
0x0400000000000002,1599904626.23,2020-09-12 05:57:06,2020-09-12,05:57:06,3.6914,0.2173,0.8386,1.0000
0x0400000000000002,1599905226.24,2020-09-12 06:07:06,2020-09-12,06:07:06,3.6914,0.2173,0.8472,1.0000
0x0400000000000002,1599905826.26,2020-09-12 06:17:06,2020-09-12,06:17:06,3.6914,0.2179,0.8472,1.0000
0x0400000000000002,1599906426.27,2020-09-12 06:27:06,2020-09-12,06:27:06,3.6914,0.2173,0.8374,1.0000
0x0400000000000002,1599907026.28,2020-09-12 06:37:06,2020-09-12,06:37:06,3.6902,0.2179,0.8478,1.0000
0x0400000000000002,1599907626.29,2020-09-12 06:47:06,2020-09-12,06:47:06,3.6938,0.2179,0.8496,1.0000
0x0400000000000002,1599908226.30,2020-09-12 06:57:06,2020-09-12,06:57:06,3.6926,0.2167,0.8459,1.0000
0x0400000000000002,1599908826.31,2020-09-12 07:07:06,2020-09-12,07:07:06,3.6890,0.2612,0.8459,1.0000
0x0400000000000002,1599909426.32,2020-09-12 07:17:06,2020-09-12,07:17:06,3.6902,0.3833,0.8459,1.0000
0x0400000000000002,1599910026.34,2020-09-12 07:27:06,2020-09-12,07:27:06,3.6914,0.6714,0.8472,1.0000
0x0400000000000002,1599910626.35,2020-09-12 07:37:06,2020-09-12,07:37:06,3.6914,1.1078,0.8423,1.0000
0x0400000000000002,1599911226.36,2020-09-12 07:47:06,2020-09-12,07:47:06,3.6926,0.7520,0.8356,1.0000
0x0400000000000002,1599911826.37,2020-09-12 07:57:06,2020-09-12,07:57:06,3.6890,0.6384,0.8441,1.0000
0x0400000000000002,1599912426.38,2020-09-12 08:07:06,2020-09-12,08:07:06,3.6926,0.6262,0.8459,1.0000
0x0400000000000002,1599913026.39,2020-09-12 08:17:06,2020-09-12,08:17:06,3.6902,0.6421,0.8417,1.0000
0x0400000000000002,1599913626.40,2020-09-12 08:27:06,2020-09-12,08:27:06,3.6926,0.7062,0.8459,1.0000
0x0400000000000002,1599914226.42,2020-09-12 08:37:06,2020-09-12,08:37:06,3.6902,0.8234,0.8423,1.0000
0x0400000000000002,1599914826.43,2020-09-12 08:47:06,2020-09-12,08:47:06,3.6914,0.8179,0.8496,1.0000
0x0400000000000002,1599915426.44,2020-09-12 08:57:06,2020-09-12,08:57:06,3.6914,0.8789,0.8466,1.0000
0x0400000000000002,1599916026.45,2020-09-12 09:07:06,2020-09-12,09:07:06,3.6902,0.9857,0.8466,1.0000
0x0400000000000002,1599916626.46,2020-09-12 09:17:06,2020-09-12,09:17:06,3.6926,0.9015,0.8472,1.0000
0x0400000000000002,1599917226.47,2020-09-12 09:27:06,2020-09-12,09:27:06,3.6902,0.8459,0.8453,1.0000
0x0400000000000002,1599917826.48,2020-09-12 09:37:06,2020-09-12,09:37:06,3.6902,0.9509,0.8484,1.0000
0x0400000000000002,1599918426.50,2020-09-12 09:47:06,2020-09-12,09:47:06,3.6841,1.0101,0.8502,1.0000
0x0400000000000002,1599919026.51,2020-09-12 09:57:06,2020-09-12,09:57:06,3.6902,0.9851,0.7697,1.0000
0x0400000000000002,1599919626.52,2020-09-12 10:07:06,2020-09-12,10:07:06,3.6926,1.1749,0.8466,1.0000
0x0400000000000002,1599920226.53,2020-09-12 10:17:06,2020-09-12,10:17:06,3.6902,1.0333,0.8490,1.0000
0x0400000000000002,1599920826.54,2020-09-12 10:27:06,2020-09-12,10:27:06,3.6963,1.1011,0.8502,1.0000
0x0400000000000002,1599921426.55,2020-09-12 10:37:06,2020-09-12,10:37:06,3.6938,1.0803,0.8508,1.0000
0x0400000000000002,1599922026.56,2020-09-12 10:47:06,2020-09-12,10:47:06,3.6926,1.0883,0.8466,1.0000
0x0400000000000002,1599922626.58,2020-09-12 10:57:06,2020-09-12,10:57:06,3.6938,1.1328,0.8417,1.0000
0x0400000000000002,1599923226.59,2020-09-12 11:07:06,2020-09-12,11:07:06,3.6926,1.1261,0.8539,1.0000
0x0400000000000002,1599923826.60,2020-09-12 11:17:06,2020-09-12,11:17:06,3.6658,1.1157,0.8569,1.0000
0x0400000000000002,1599924426.61,2020-09-12 11:27:06,2020-09-12,11:27:06,3.6963,1.0944,0.8453,1.0000
0x0400000000000002,1599925026.62,2020-09-12 11:37:06,2020-09-12,11:37:06,3.6914,1.0779,0.8545,1.0000
0x0400000000000002,1599925626.63,2020-09-12 11:47:06,2020-09-12,11:47:06,3.6804,0.9552,0.8582,1.0000
0x0400000000000002,1599926226.64,2020-09-12 11:57:06,2020-09-12,11:57:06,3.6926,0.9222,0.8533,1.0000
0x0400000000000002,1599926826.65,2020-09-12 12:07:06,2020-09-12,12:07:06,3.6938,1.0010,0.8527,1.0000
0x0400000000000002,1599927426.67,2020-09-12 12:17:06,2020-09-12,12:17:06,3.6951,0.8710,0.8411,1.0000
0x0400000000000002,1599928026.68,2020-09-12 12:27:06,2020-09-12,12:27:06,3.3423,0.9412,0.8545,1.0000
0x0400000000000002,1599928626.69,2020-09-12 12:37:06,2020-09-12,12:37:06,3.6926,0.8575,0.8514,1.0000
0x0400000000000002,1599929226.70,2020-09-12 12:47:06,2020-09-12,12:47:06,3.6926,0.9082,0.8508,1.0000
0x0400000000000002,1599929826.71,2020-09-12 12:57:06,2020-09-12,12:57:06,3.6926,0.9253,0.8508,1.0000
0x0400000000000002,1599930426.72,2020-09-12 13:07:06,2020-09-12,13:07:06,3.6938,0.9277,0.8545,1.0000
0x0400000000000002,1599931026.73,2020-09-12 13:17:06,2020-09-12,13:17:06,3.6938,0.9009,0.8551,1.0000
0x0400000000000002,1599931626.75,2020-09-12 13:27:06,2020-09-12,13:27:06,3.6890,0.9204,0.8563,1.0000
0x0400000000000002,1599932226.76,2020-09-12 13:37:06,2020-09-12,13:37:06,3.6951,0.8606,0.8545,1.0000
0x0400000000000002,1599932826.77,2020-09-12 13:47:06,2020-09-12,13:47:06,3.6938,0.8276,0.8557,1.0000
0x0400000000000002,1599933426.78,2020-09-12 13:57:06,2020-09-12,13:57:06,3.6938,0.8759,0.8551,1.0000
0x0400000000000002,1599934026.79,2020-09-12 14:07:06,2020-09-12,14:07:06,3.6914,0.8875,0.8563,1.0000
0x0400000000000002,1599934626.80,2020-09-12 14:17:06,2020-09-12,14:17:06,3.6951,0.8759,0.8557,1.0000
0x0400000000000002,1599935226.81,2020-09-12 14:27:06,2020-09-12,14:27:06,3.6926,0.8661,0.8527,1.0000
0x0400000000000002,1599935826.83,2020-09-12 14:37:06,2020-09-12,14:37:06,3.6938,0.8655,0.8539,1.0000
0x0400000000000002,1599936426.84,2020-09-12 14:47:06,2020-09-12,14:47:06,3.6926,0.8588,0.8539,1.0000
0x0400000000000002,1599937026.85,2020-09-12 14:57:06,2020-09-12,14:57:06,3.6926,0.8026,0.8527,1.0000
0x0400000000000002,1599937626.86,2020-09-12 15:07:06,2020-09-12,15:07:06,3.6902,0.8130,0.8569,1.0000
0x0400000000000002,1599938226.87,2020-09-12 15:17:06,2020-09-12,15:17:06,3.6951,0.8447,0.8563,1.0000
0x0400000000000002,1599938826.88,2020-09-12 15:27:06,2020-09-12,15:27:06,3.6914,0.8136,0.8557,1.0000
0x0400000000000002,1599939426.89,2020-09-12 15:37:06,2020-09-12,15:37:06,3.6938,0.7831,0.8545,1.0000
0x0400000000000002,1599940026.91,2020-09-12 15:47:06,2020-09-12,15:47:06,3.6951,0.8026,0.8551,1.0000
0x0400000000000002,1599940626.92,2020-09-12 15:57:06,2020-09-12,15:57:06,3.6951,0.7977,0.8539,1.0000
0x0400000000000002,1599941226.93,2020-09-12 16:07:06,2020-09-12,16:07:06,3.6938,0.8209,0.8441,1.0000
0x0400000000000002,1599941826.94,2020-09-12 16:17:06,2020-09-12,16:17:06,3.6963,0.8185,0.8563,1.0000
0x0400000000000002,1599942426.95,2020-09-12 16:27:06,2020-09-12,16:27:06,3.6951,0.8228,0.8563,1.0000
0x0400000000000002,1599943026.96,2020-09-12 16:37:06,2020-09-12,16:37:06,3.6926,0.8270,0.8533,1.0000
0x0400000000000002,1599943626.97,2020-09-12 16:47:06,2020-09-12,16:47:06,3.6963,0.8179,0.8557,1.0000
0x0400000000000002,1599944226.99,2020-09-12 16:57:06,2020-09-12,16:57:06,3.6926,0.8173,0.8569,1.0000
0x0400000000000002,1599944827.00,2020-09-12 17:07:06,2020-09-12,17:07:06,3.6963,0.7410,0.8539,1.0000
0x0400000000000002,1599945427.01,2020-09-12 17:17:07,2020-09-12,17:17:07,3.6926,0.7526,0.8490,1.0000
0x0400000000000002,1599946027.02,2020-09-12 17:27:07,2020-09-12,17:27:07,3.6902,0.6903,0.8521,1.0000
0x0400000000000002,1599946627.03,2020-09-12 17:37:07,2020-09-12,17:37:07,3.6804,0.6689,0.8551,1.0000
0x0400000000000002,1599947227.04,2020-09-12 17:47:07,2020-09-12,17:47:07,3.6938,0.6793,0.8405,1.0000
0x0400000000000002,1599947827.05,2020-09-12 17:57:07,2020-09-12,17:57:07,3.6938,0.6464,0.8557,1.0000
0x0400000000000002,1599948427.06,2020-09-12 18:07:07,2020-09-12,18:07:07,3.6914,0.5914,0.8514,1.0000
0x0400000000000002,1599949027.08,2020-09-12 18:17:07,2020-09-12,18:17:07,3.6951,0.5914,0.8533,1.0000
0x0400000000000002,1599949627.09,2020-09-12 18:27:07,2020-09-12,18:27:07,3.6926,0.5487,0.8545,1.0000
0x0400000000000002,1599950227.10,2020-09-12 18:37:07,2020-09-12,18:37:07,3.6890,0.5237,0.8527,1.0000
0x0400000000000002,1599950827.11,2020-09-12 18:47:07,2020-09-12,18:47:07,3.6890,0.5200,0.8527,1.0000
0x0400000000000002,1599951427.12,2020-09-12 18:57:07,2020-09-12,18:57:07,3.6914,0.4517,0.8490,1.0000
0x0400000000000002,1599952027.13,2020-09-12 19:07:07,2020-09-12,19:07:07,3.6938,0.3436,0.8545,1.0000
0x0400000000000002,1599952627.14,2020-09-12 19:17:07,2020-09-12,19:17:07,3.6914,0.2173,0.8508,1.0000
0x0400000000000002,1599953227.16,2020-09-12 19:27:07,2020-09-12,19:27:07,3.6938,0.5017,0.8490,1.0000
0x0400000000000002,1599953827.17,2020-09-12 19:37:07,2020-09-12,19:37:07,3.6902,0.4877,0.8478,1.0000
0x0400000000000002,1599954427.18,2020-09-12 19:47:07,2020-09-12,19:47:07,3.6926,0.5115,0.8508,1.0000
0x0400000000000002,1599955027.19,2020-09-12 19:57:07,2020-09-12,19:57:07,3.6914,0.4962,0.8392,1.0000
0x0400000000000002,1599955627.20,2020-09-12 20:07:07,2020-09-12,20:07:07,3.6926,0.5493,0.8545,1.0000
0x0400000000000002,1599956227.21,2020-09-12 20:17:07,2020-09-12,20:17:07,3.6926,0.5243,0.8533,1.0000
0x0400000000000002,1599956827.22,2020-09-12 20:27:07,2020-09-12,20:27:07,3.6865,0.5402,0.8490,1.0000
0x0400000000000002,1599957427.24,2020-09-12 20:37:07,2020-09-12,20:37:07,3.6926,0.5334,0.8508,1.0000
0x0400000000000002,1599958027.25,2020-09-12 20:47:07,2020-09-12,20:47:07,3.6902,0.5267,0.8484,1.0000
0x0400000000000002,1599958627.26,2020-09-12 20:57:07,2020-09-12,20:57:07,3.6902,0.5176,0.8527,1.0000
0x0400000000000002,1599959227.27,2020-09-12 21:07:07,2020-09-12,21:07:07,3.6890,0.5127,0.8508,1.0000
0x0400000000000002,1599959827.28,2020-09-12 21:17:07,2020-09-12,21:17:07,3.6902,0.5042,0.8502,1.0000
0x0400000000000002,1599960427.29,2020-09-12 21:27:07,2020-09-12,21:27:07,3.6938,0.4688,0.8521,1.0000
0x0400000000000002,1599961027.30,2020-09-12 21:37:07,2020-09-12,21:37:07,3.6902,0.4742,0.8521,1.0000
0x0400000000000002,1599961627.32,2020-09-12 21:47:07,2020-09-12,21:47:07,3.6902,0.4907,0.8521,1.0000
0x0400000000000002,1599962227.33,2020-09-12 21:57:07,2020-09-12,21:57:07,3.6938,0.4980,0.8521,1.0000
0x0400000000000002,1599962827.34,2020-09-12 22:07:07,2020-09-12,22:07:07,3.6914,0.4865,0.8514,1.0000
0x0400000000000002,1599963427.35,2020-09-12 22:17:07,2020-09-12,22:17:07,3.6902,0.4828,0.8557,1.0000
0x0400000000000002,1599964027.36,2020-09-12 22:27:07,2020-09-12,22:27:07,3.6938,0.4822,0.8502,1.0000
0x0400000000000002,1599964627.37,2020-09-12 22:37:07,2020-09-12,22:37:07,3.6890,0.4974,0.8521,1.0000
0x0400000000000002,1599965227.38,2020-09-12 22:47:07,2020-09-12,22:47:07,3.6914,0.5151,0.7739,1.0000
0x0400000000000002,1599965827.40,2020-09-12 22:57:07,2020-09-12,22:57:07,3.6938,0.6989,0.8539,1.0000
0x0400000000000002,1599966427.41,2020-09-12 23:07:07,2020-09-12,23:07:07,3.6914,0.6976,0.8545,1.0000
0x0400000000000002,1599967027.42,2020-09-12 23:17:07,2020-09-12,23:17:07,3.6914,0.6824,0.8533,1.0000
0x0400000000000002,1599967627.43,2020-09-12 23:27:07,2020-09-12,23:27:07,3.6926,0.6732,0.8557,1.0000
0x0400000000000002,1599968227.44,2020-09-12 23:37:07,2020-09-12,23:37:07,3.6914,0.6903,0.8569,1.0000
0x0400000000000002,1599968827.45,2020-09-12 23:47:07,2020-09-12,23:47:07,3.6926,0.7056,0.8539,1.0000
0x0400000000000002,1599969427.46,2020-09-12 23:57:07,2020-09-12,23:57:07,3.6926,0.6958,0.8527,1.0000
0x0400000000000002,1599970027.47,2020-09-13 00:07:07,2020-09-13,00:07:07,3.6938,0.6781,0.8557,1.0000
0x0400000000000002,1599970627.49,2020-09-13 00:17:07,2020-09-13,00:17:07,3.6938,0.7013,0.8539,1.0000
0x0400000000000002,1599971227.50,2020-09-13 00:27:07,2020-09-13,00:27:07,3.6902,0.7123,0.8594,1.0000
0x0400000000000002,1599971827.51,2020-09-13 00:37:07,2020-09-13,00:37:07,3.6926,0.6653,0.8441,1.0000
0x0400000000000002,1599972427.52,2020-09-13 00:47:07,2020-09-13,00:47:07,3.6926,0.7104,0.8545,1.0000
0x0400000000000002,1599973027.53,2020-09-13 00:57:07,2020-09-13,00:57:07,3.6963,0.7129,0.8575,1.0000
0x0400000000000002,1599973627.54,2020-09-13 01:07:07,2020-09-13,01:07:07,3.6951,0.6842,0.8472,1.0000
0x0400000000000002,1599974227.55,2020-09-13 01:17:07,2020-09-13,01:17:07,3.6963,0.6860,0.8563,1.0000
0x0400000000000002,1599974827.57,2020-09-13 01:27:07,2020-09-13,01:27:07,3.6938,0.2173,0.8582,1.0000
0x0400000000000002,1599975427.58,2020-09-13 01:37:07,2020-09-13,01:37:07,3.6938,0.2179,0.8508,1.0000
0x0400000000000002,1599976027.59,2020-09-13 01:47:07,2020-09-13,01:47:07,3.6951,0.2179,0.8521,1.0000
0x0400000000000002,1599976627.60,2020-09-13 01:57:07,2020-09-13,01:57:07,3.6914,0.2173,0.8490,1.0000
0x0400000000000002,1599977227.61,2020-09-13 02:07:07,2020-09-13,02:07:07,3.6926,0.2167,0.8508,1.0000
0x0400000000000002,1599977827.62,2020-09-13 02:17:07,2020-09-13,02:17:07,3.6902,0.2173,0.8496,1.0000
0x0400000000000002,1599978427.63,2020-09-13 02:27:07,2020-09-13,02:27:07,3.6926,0.2173,0.8496,1.0000
0x0400000000000002,1599979027.65,2020-09-13 02:37:07,2020-09-13,02:37:07,3.6926,0.2173,0.8447,1.0000
0x0400000000000002,1599979627.66,2020-09-13 02:47:07,2020-09-13,02:47:07,3.6914,0.2173,0.8514,1.0000
0x0400000000000002,1599980227.67,2020-09-13 02:57:07,2020-09-13,02:57:07,3.6902,0.2173,0.8441,1.0000
0x0400000000000002,1599980827.68,2020-09-13 03:07:07,2020-09-13,03:07:07,3.6938,0.2173,0.8472,1.0000
0x0400000000000002,1599981427.69,2020-09-13 03:17:07,2020-09-13,03:17:07,3.6890,0.2173,0.8447,1.0000
0x0400000000000002,1599982027.70,2020-09-13 03:27:07,2020-09-13,03:27:07,3.6829,0.2179,0.8472,1.0000
0x0400000000000002,1599982627.71,2020-09-13 03:37:07,2020-09-13,03:37:07,3.6902,0.2173,0.8441,1.0000
0x0400000000000002,1599983227.73,2020-09-13 03:47:07,2020-09-13,03:47:07,3.6914,0.2173,0.8325,1.0000
0x0400000000000002,1599983827.74,2020-09-13 03:57:07,2020-09-13,03:57:07,3.6951,0.2173,0.7666,1.0000
0x0400000000000002,1599984427.75,2020-09-13 04:07:07,2020-09-13,04:07:07,3.6926,0.2173,0.8331,1.0000
0x0400000000000002,1599985027.76,2020-09-13 04:17:07,2020-09-13,04:17:07,3.6926,0.2179,0.8441,1.0000
0x0400000000000002,1599985627.77,2020-09-13 04:27:07,2020-09-13,04:27:07,3.6938,0.2173,0.8441,1.0000
0x0400000000000002,1599986227.78,2020-09-13 04:37:07,2020-09-13,04:37:07,3.6926,0.2179,0.8307,1.0000
0x0400000000000002,1599986827.79,2020-09-13 04:47:07,2020-09-13,04:47:07,3.6890,0.2179,0.8398,1.0000
0x0400000000000002,1599987427.81,2020-09-13 04:57:07,2020-09-13,04:57:07,3.6890,0.2179,0.8447,1.0000
0x0400000000000002,1599988027.82,2020-09-13 05:07:07,2020-09-13,05:07:07,3.6877,0.2173,0.8435,1.0000
0x0400000000000002,1599988627.83,2020-09-13 05:17:07,2020-09-13,05:17:07,3.6841,0.2179,0.8441,1.0000
0x0400000000000002,1599989227.84,2020-09-13 05:27:07,2020-09-13,05:27:07,3.6902,0.2173,0.8398,1.0000
0x0400000000000002,1599989827.85,2020-09-13 05:37:07,2020-09-13,05:37:07,3.6890,0.2179,0.8374,1.0000
0x0400000000000002,1599990427.86,2020-09-13 05:47:07,2020-09-13,05:47:07,3.6902,0.2173,0.8441,1.0000
0x0400000000000002,1599991027.87,2020-09-13 05:57:07,2020-09-13,05:57:07,3.6865,0.2167,0.8392,1.0000
0x0400000000000002,1599991627.88,2020-09-13 06:07:07,2020-09-13,06:07:07,3.6890,0.2173,0.8411,1.0000
0x0400000000000002,1599992227.90,2020-09-13 06:17:07,2020-09-13,06:17:07,3.6914,0.2179,0.8398,1.0000
0x0400000000000002,1599992827.91,2020-09-13 06:27:07,2020-09-13,06:27:07,3.6902,0.2179,0.8398,1.0000
0x0400000000000002,1599993427.92,2020-09-13 06:37:07,2020-09-13,06:37:07,3.6914,0.2173,0.8411,1.0000
0x0400000000000002,1599994027.93,2020-09-13 06:47:07,2020-09-13,06:47:07,3.6877,0.4083,0.8380,1.0000
0x0400000000000002,1599994627.94,2020-09-13 06:57:07,2020-09-13,06:57:07,3.6877,0.6732,0.8350,1.0000
0x0400000000000002,1599995227.95,2020-09-13 07:07:07,2020-09-13,07:07:07,3.6914,1.0767,0.8380,1.0000
0x0400000000000002,1599995827.96,2020-09-13 07:17:07,2020-09-13,07:17:07,3.6890,1.1511,0.8405,1.0000
0x0400000000000002,1599996427.98,2020-09-13 07:27:07,2020-09-13,07:27:07,3.6877,1.1926,0.8411,1.0000
0x0400000000000002,1599997027.99,2020-09-13 07:37:07,2020-09-13,07:37:07,3.6890,1.2067,0.8423,1.0000
0x0400000000000002,1599997628.00,2020-09-13 07:47:07,2020-09-13,07:47:07,3.6890,1.2091,0.8472,1.0000
0x0400000000000002,1599998228.01,2020-09-13 07:57:08,2020-09-13,07:57:08,3.6914,1.2073,0.8484,1.0000
0x0400000000000002,1599998828.02,2020-09-13 08:07:08,2020-09-13,08:07:08,3.6890,1.2146,0.8508,1.0000
0x0400000000000002,1599999428.03,2020-09-13 08:17:08,2020-09-13,08:17:08,3.6914,1.2286,0.8551,1.0000
0x0400000000000002,1600000028.04,2020-09-13 08:27:08,2020-09-13,08:27:08,3.6914,1.2390,0.8533,1.0000
0x0400000000000002,1600000628.06,2020-09-13 08:37:08,2020-09-13,08:37:08,3.6890,1.2372,0.8588,1.0000
0x0400000000000002,1600001228.07,2020-09-13 08:47:08,2020-09-13,08:47:08,3.6914,1.2329,0.8563,1.0000
0x0400000000000002,1600001828.08,2020-09-13 08:57:08,2020-09-13,08:57:08,3.6938,1.2317,0.8612,1.0000
0x0400000000000002,1600002428.09,2020-09-13 09:07:08,2020-09-13,09:07:08,3.6975,1.2347,0.8618,1.0000
0x0400000000000002,1600003028.10,2020-09-13 09:17:08,2020-09-13,09:17:08,3.6975,1.2268,0.8643,1.0000
0x0400000000000002,1600003628.11,2020-09-13 09:27:08,2020-09-13,09:27:08,3.6975,1.2152,0.8649,1.0000
0x0400000000000002,1600004228.12,2020-09-13 09:37:08,2020-09-13,09:37:08,3.6975,1.2085,0.8661,1.0000
0x0400000000000002,1600004828.14,2020-09-13 09:47:08,2020-09-13,09:47:08,3.6975,1.2103,0.8667,1.0000
0x0400000000000002,1600005428.15,2020-09-13 09:57:08,2020-09-13,09:57:08,3.6951,1.0645,0.8661,1.0000
0x0400000000000002,1600006028.16,2020-09-13 10:07:08,2020-09-13,10:07:08,3.6975,1.0645,0.8679,1.0000
0x0400000000000002,1600006628.17,2020-09-13 10:17:08,2020-09-13,10:17:08,3.6951,1.1139,0.8636,1.0000
0x0400000000000002,1600007228.18,2020-09-13 10:27:08,2020-09-13,10:27:08,3.6975,1.1737,0.8673,1.0000
0x0400000000000002,1600007828.19,2020-09-13 10:37:08,2020-09-13,10:37:08,3.6963,1.1334,0.8630,1.0000
0x0400000000000002,1600008428.20,2020-09-13 10:47:08,2020-09-13,10:47:08,3.7000,1.1609,0.8685,1.0000
0x0400000000000002,1600009028.22,2020-09-13 10:57:08,2020-09-13,10:57:08,3.6926,1.0345,0.8691,1.0000
0x0400000000000002,1600009628.23,2020-09-13 11:07:08,2020-09-13,11:07:08,3.6963,0.9576,0.8618,1.0000
0x0400000000000002,1600010228.24,2020-09-13 11:17:08,2020-09-13,11:17:08,3.6792,1.0529,0.8765,1.0000
0x0400000000000002,1600010828.25,2020-09-13 11:27:08,2020-09-13,11:27:08,3.6938,0.9778,0.8649,1.0000
0x0400000000000002,1600011428.26,2020-09-13 11:37:08,2020-09-13,11:37:08,3.6951,0.9637,0.8624,1.0000
0x0400000000000002,1600012028.27,2020-09-13 11:47:08,2020-09-13,11:47:08,3.6951,1.0693,0.8636,1.0000
0x0400000000000002,1600012628.28,2020-09-13 11:57:08,2020-09-13,11:57:08,3.6951,1.0632,0.8618,1.0000
0x0400000000000002,1600013228.29,2020-09-13 12:07:08,2020-09-13,12:07:08,3.6963,1.0333,0.8655,1.0000
0x0400000000000002,1600013828.31,2020-09-13 12:17:08,2020-09-13,12:17:08,3.6938,1.0083,0.8655,1.0000
0x0400000000000002,1600014428.32,2020-09-13 12:27:08,2020-09-13,12:27:08,3.6938,0.9369,0.8667,1.0000
0x0400000000000002,1600015028.33,2020-09-13 12:37:08,2020-09-13,12:37:08,3.6963,0.9155,0.8667,1.0000
0x0400000000000002,1600015628.34,2020-09-13 12:47:08,2020-09-13,12:47:08,3.6926,0.9491,0.8649,1.0000
0x0400000000000002,1600016228.35,2020-09-13 12:57:08,2020-09-13,12:57:08,3.6938,0.9015,0.8643,1.0000
0x0400000000000002,1600016828.36,2020-09-13 13:07:08,2020-09-13,13:07:08,3.6963,0.8441,0.8649,1.0000
0x0400000000000002,1600017428.37,2020-09-13 13:17:08,2020-09-13,13:17:08,3.6963,0.8289,0.8673,1.0000
0x0400000000000002,1600018028.39,2020-09-13 13:27:08,2020-09-13,13:27:08,3.6963,0.9387,0.8655,1.0000
0x0400000000000002,1600018628.40,2020-09-13 13:37:08,2020-09-13,13:37:08,3.6938,0.8704,0.8636,1.0000
0x0400000000000002,1600019228.41,2020-09-13 13:47:08,2020-09-13,13:47:08,3.6963,0.8685,0.8545,1.0000
0x0400000000000002,1600019828.42,2020-09-13 13:57:08,2020-09-13,13:57:08,3.6938,0.9113,0.8618,1.0000
0x0400000000000002,1600020428.43,2020-09-13 14:07:08,2020-09-13,14:07:08,3.3582,0.7831,0.8795,1.0000
0x0400000000000002,1600021028.44,2020-09-13 14:17:08,2020-09-13,14:17:08,3.6951,0.8997,0.8630,1.0000
0x0400000000000002,1600021628.45,2020-09-13 14:27:08,2020-09-13,14:27:08,3.6951,0.8771,0.8612,1.0000
0x0400000000000002,1600022228.47,2020-09-13 14:37:08,2020-09-13,14:37:08,3.6963,0.8582,0.8667,1.0000
0x0400000000000002,1600022828.48,2020-09-13 14:47:08,2020-09-13,14:47:08,3.6938,0.8923,0.8630,1.0000
0x0400000000000002,1600023428.49,2020-09-13 14:57:08,2020-09-13,14:57:08,3.6963,0.7672,0.8667,1.0000
0x0400000000000002,1600024028.50,2020-09-13 15:07:08,2020-09-13,15:07:08,3.6951,0.8527,0.8655,1.0000
0x0400000000000002,1600024628.51,2020-09-13 15:17:08,2020-09-13,15:17:08,3.6951,0.7422,0.8667,1.0000
0x0400000000000002,1600025228.52,2020-09-13 15:27:08,2020-09-13,15:27:08,3.6938,0.7922,0.8649,1.0000
0x0400000000000008,1599774351.60,2020-09-10 17:45:51,2020-09-10,17:45:51,3.7854,0.3961,0.8185,1.0000
0x0400000000000008,1599774951.61,2020-09-10 17:55:51,2020-09-10,17:55:51,3.7805,0.3882,0.7886,1.0000
0x0400000000000008,1599775551.62,2020-09-10 18:05:51,2020-09-10,18:05:51,3.7720,0.3534,0.7880,1.0000
0x0400000000000008,1599776151.63,2020-09-10 18:15:51,2020-09-10,18:15:51,3.7744,0.3516,0.7800,1.0000
0x0400000000000008,1599776751.64,2020-09-10 18:25:51,2020-09-10,18:25:51,3.7756,0.3528,0.7794,1.0000
0x0400000000000008,1599777351.66,2020-09-10 18:35:51,2020-09-10,18:35:51,3.7659,0.3467,0.7843,1.0000
0x0400000000000008,1599777951.67,2020-09-10 18:45:51,2020-09-10,18:45:51,3.7646,0.3564,0.7867,1.0000
0x0400000000000008,1599778551.68,2020-09-10 18:55:51,2020-09-10,18:55:51,3.7524,0.3644,0.7806,1.0000
0x0400000000000008,1599779151.69,2020-09-10 19:05:51,2020-09-10,19:05:51,3.7659,0.3619,0.7770,1.0000
0x0400000000000008,1599779751.70,2020-09-10 19:15:51,2020-09-10,19:15:51,3.7659,0.3473,0.7867,1.0000
0x0400000000000008,1599780351.72,2020-09-10 19:25:51,2020-09-10,19:25:51,3.7744,0.3674,0.7880,1.0000
0x0400000000000008,1599780951.73,2020-09-10 19:35:51,2020-09-10,19:35:51,3.7695,0.3711,0.7892,1.0000
0x0400000000000008,1599781551.74,2020-09-10 19:45:51,2020-09-10,19:45:51,3.7671,0.3577,0.7892,1.0000
0x0400000000000008,1599782151.75,2020-09-10 19:55:51,2020-09-10,19:55:51,3.7671,0.3668,0.7880,1.0000
0x0400000000000008,1599782751.76,2020-09-10 20:05:51,2020-09-10,20:05:51,3.7695,0.3302,0.7898,1.0000
0x0400000000000008,1599783351.77,2020-09-10 20:15:51,2020-09-10,20:15:51,3.7720,0.3363,0.7892,1.0000
0x0400000000000008,1599783951.79,2020-09-10 20:25:51,2020-09-10,20:25:51,3.7732,0.3406,0.7892,1.0000
0x0400000000000008,1599784551.80,2020-09-10 20:35:51,2020-09-10,20:35:51,3.7720,0.3528,0.7892,1.0000
0x0400000000000008,1599785151.81,2020-09-10 20:45:51,2020-09-10,20:45:51,3.7683,0.3607,0.7904,1.0000
0x0400000000000008,1599785751.82,2020-09-10 20:55:51,2020-09-10,20:55:51,3.7732,0.3497,0.7904,1.0000
0x0400000000000008,1599786351.83,2020-09-10 21:05:51,2020-09-10,21:05:51,3.7695,0.3363,0.7898,1.0000
0x0400000000000008,1599786951.85,2020-09-10 21:15:51,2020-09-10,21:15:51,3.7744,0.3613,0.7904,1.0000
0x0400000000000008,1599787551.86,2020-09-10 21:25:51,2020-09-10,21:25:51,3.7732,0.3442,0.7904,1.0000
