0,1,1.0
0,9,1.0
0,11,1.0
0,12,1.0
0,13,1.0
0,15,1.0
0,20,1.0
1,0,1.0
1,9,1.0
1,11,1.0
1,13,1.0
1,14,1.0
1,17,1.0
1,18,1.0
1,19,1.0
1,20,1.0
1,21,1.0
2,4,1.0
3,2,1.0
3,5,1.0
4,5,1.0
4,7,1.0
5,4,1.0
5,6,1.0
5,7,1.0
5,11,1.0
6,5,1.0
6,8,1.0
6,9,1.0
6,13,1.0
6,14,1.0
6,15,1.0
6,21,1.0
6,38,1.0
7,4,1.0
7,8,1.0
7,38,1.0
8,1,1.0
8,7,1.0
8,9,1.0
8,11,1.0
8,12,1.0
8,14,1.0
8,21,1.0
9,1,1.0
9,4,1.0
9,6,1.0
9,7,1.0
9,11,1.0
9,12,1.0
9,13,1.0
9,20,1.0
11,0,1.0
11,8,1.0
11,9,1.0
11,12,1.0
11,13,1.0
11,14,1.0
11,15,1.0
11,17,1.0
11,20,1.0
12,8,1.0
12,9,1.0
12,13,1.0
12,15,1.0
12,18,1.0
12,19,1.0
12,20,1.0
13,0,1.0
13,1,1.0
13,9,1.0
13,11,1.0
13,12,1.0
13,14,1.0
13,15,1.0
13,18,1.0
13,20,1.0
14,8,1.0
14,9,1.0
14,11,1.0
14,13,1.0
14,15,1.0
14,19,1.0
14,21,1.0
15,0,1.0
15,1,1.0
15,12,1.0
15,13,1.0
15,14,1.0
15,18,1.0
16,9,1.0
16,17,1.0
16,18,1.0
16,19,1.0
17,16,1.0
17,18,1.0
17,19,1.0
18,13,1.0
18,15,1.0
18,17,1.0
18,19,1.0
19,14,1.0
19,17,1.0
19,18,1.0
20,0,1.0
20,8,1.0
20,9,1.0
20,11,1.0
20,12,1.0
20,13,1.0
20,14,1.0
21,0,1.0
21,8,1.0
21,11,1.0
21,14,1.0
21,15,1.0
21,19,1.0
21,20,1.0
22,26,1.0
22,28,1.0
22,29,1.0
22,30,1.0
23,26,1.0
23,28,1.0
23,30,1.0
23,32,1.0
24,22,1.0
24,23,1.0
24,25,1.0
24,27,1.0
24,28,1.0
24,29,1.0
24,30,1.0
24,34,1.0
24,36,1.0
24,37,1.0
25,22,1.0
25,29,1.0
26,27,1.0
27,26,1.0
27,28,1.0
27,30,1.0
27,31,1.0
27,32,1.0
27,33,1.0
27,34,1.0
27,37,1.0
28,23,1.0
28,27,1.0
28,30,1.0
28,32,1.0
28,33,1.0
28,37,1.0
29,22,1.0
29,27,1.0
30,25,1.0
30,27,1.0
30,28,1.0
30,32,1.0
30,33,1.0
30,34,1.0
30,37,1.0
31,27,1.0
31,37,1.0
32,22,1.0
32,30,1.0
32,31,1.0
33,26,1.0
33,27,1.0
33,28,1.0
33,30,1.0
33,32,1.0
34,35,1.0
34,36,1.0
35,34,1.0
36,34,1.0
36,35,1.0
36,37,1.0
37,35,1.0
37,36,1.0
38,7,1.0
38,40,1.0
38,41,1.0
39,38,1.0
39,41,1.0
39,43,1.0
40,38,1.0
40,39,1.0
40,47,1.0
41,38,1.0
41,44,1.0
42,43,1.0
44,38,1.0
44,40,1.0
44,41,1.0
44,45,1.0
45,41,1.0
45,44,1.0
47,40,1.0
1,15,1.00062656641604
7,9,1.00062656641604
8,20,1.00062814070352
7,5,1.00063131313131
8,13,1.00063291139241
6,1,1.0006345177665
6,7,1.0006345177665
9,0,1.00064102564103
9,14,1.00064102564103
4,8,1.0006435006435
4,9,1.0006435006435
13,8,1.0006435006435
14,1,1.0006435006435
18,1,1.0006435006435
20,7,1.0006435006435
21,1,1.0006435006435
21,18,1.0006435006435
4,2,1.0006447453256
11,7,1.00065876152833
11,1,1.00065919578115
12,11,1.00066093853272
41,39,1.0006711409396
31,29,1.00067476383266
32,26,1.00067750677507
42,38,1.00067750677507
29,28,1.00067934782609
25,32,1.00068259385666
22,32,1.00068306010929
31,28,1.00068306010929
22,31,1.00068493150685
28,29,1.00068493150685
26,22,1.00068587105624
26,32,1.00068587105624
22,24,1.00068681318681
26,24,1.00068775790922
27,29,1.00068775790922
22,25,1.00068917987595
24,32,1.00068917987595
2,3,1.00078554595444
44,29,1.00079051383399
23,29,1.00079554494829
30,29,1.00079554494829
23,24,1.00079617834395
26,23,1.00079744816587
31,33,1.00079872204473
26,30,1.00080128205128
33,29,1.00080128205128
33,31,1.0008038585209
18,16,1.00090415913201
19,16,1.00090415913201
31,34,1.00094607379376
35,36,1.00114285714286
7,20,1.00125313283208
7,6,1.00125549278092
6,4,1.00126903553299
8,4,1.00128040973111
12,17,1.0012853470437
12,0,1.001287001287
13,21,1.001287001287
20,1,1.001287001287
21,9,1.001287001287
21,13,1.001287001287
13,6,1.00129032258065
14,6,1.00129032258065
21,6,1.00129032258065
38,6,1.00130463144162
38,39,1.00132362673726
2,6,1.00132802124834
39,7,1.00133868808568
39,40,1.00133868808568
32,29,1.00134318334453
29,25,1.00135317997294
32,27,1.00135593220339
31,26,1.00136518771331
31,22,1.00136612021858
28,22,1.0013698630137
25,27,1.00137268359643
28,24,1.00137362637363
27,22,1.00137551581843
26,31,1.0013764624914
27,24,1.00137931034483
27,25,1.00137931034483
24,31,1.00138121546961
41,45,1.00156985871272
29,30,1.00158353127474
29,23,1.0015873015873
31,30,1.0015873015873
22,23,1.0015923566879
23,22,1.0015923566879
30,26,1.00159616919393
23,31,1.00159872102318
30,22,1.0016
1,8,1.00187969924812
30,23,1.0019120458891
9,8,1.00192307692308
20,21,1.0019305019305
21,12,1.0019305019305
38,43,1.00196979645437
11,5,1.00199203187251
29,32,1.00202156334232
31,32,1.0020297699594
39,42,1.0020297699594
31,25,1.00203804347826
29,24,1.00203942895989
32,24,1.00204081632653
25,24,1.00205902539465
25,28,1.00205902539465
25,26,1.00206043956044
26,25,1.00206753962784
35,37,1.00233372228705
29,36,1.00234009360374
32,37,1.00235294117647
45,38,1.00235849056604
32,23,1.00236220472441
36,24,1.00237341772152
29,33,1.00238095238095
37,27,1.00238853503185
22,33,1.00239808153477
26,33,1.0024
30,24,1.00240384615385
33,22,1.0024154589372
8,6,1.00256245996156
9,21,1.0025641025641
12,14,1.0025706940874
6,11,1.0025974025974
11,6,1.0026402640264
43,38,1.0026455026455
32,28,1.00270087778528
25,31,1.00272479564033
34,31,1.00287356321839
31,36,1.00313234142522
32,44,1.00313971742543
32,33,1.00314712824548
30,31,1.00319744204636
25,30,1.00321027287319
25,33,1.00321285140562
4,6,1.0032175032175
42,39,1.00339673913043
28,31,1.00343406593407
28,25,1.00344115622849
9,16,1.00359712230216
0,21,1.003663003663
1,6,1.00376647834275
31,35,1.00381679389313
7,11,1.00385109114249
14,20,1.003861003861
38,44,1.00386398763524
40,44,1.00389105058366
5,3,1.00389408099688
5,38,1.00390625
29,44,1.00394011032309
44,32,1.00394011032309
37,28,1.00396825396825
37,24,1.00398089171975
31,23,1.00399042298484
40,42,1.00402684563758
32,25,1.00406504065041
24,26,1.00413223140496
1,12,1.00438596491228
7,39,1.00450160771704
11,21,1.00461133069829
41,42,1.00472016183412
29,31,1.00472334682861
43,42,1.00536193029491
40,45,1.00546875
28,26,1.00547945205479
23,25,1.00560897435897
33,25,1.00564516129032
27,35,1.00571428571429
14,12,1.00579150579151
19,1,1.00579150579151
2,5,1.00597609561753
36,31,1.00632911392405
6,43,1.00639386189258
38,42,1.00667111407605
34,24,1.00672430355427
32,36,1.00698757763975
38,5,1.00848563968668
43,39,1.00866089273817
40,46,1.00918484500574
43,6,1.00925925925926
35,33,1.0093567251462
33,35,1.00959232613909
15,21,1.00975975975976
12,1,1.01029601029601
34,27,1.01057692307692
38,45,1.01086113266098
31,24,1.01092896174863
5,2,1.01241018941868
4,42,1.01303780964798
35,31,1.01319509896324
19,12,1.01544401544402
42,41,1.01558265582656
23,33,1.01675977653631
22,27,1.01718213058419
18,14,1.01737451737452
18,12,1.01801801801802
5,8,1.01824104234528
36,29,1.01892744479495
16,15,1.01992753623188
25,23,1.02
6,40,1.02109974424552
26,28,1.02126200274348
15,6,1.02334337349398
35,27,1.02351834430856
46,40,1.02386634844869
15,11,1.02484472049689
19,0,1.02509652509653
27,23,1.02551834130782
0,19,1.02554744525547
33,23,1.02737520128824
35,30,1.02823529411765
34,37,1.02857142857143
40,6,1.03240740740741
14,0,1.03281853281853
